"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"446","UG200900000013",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,20,6,0.3,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"447","UG200900000014",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,25,17,0.68,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"448","UG200900000039",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,29,13,0.4483,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"449","UG200900000040",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.4,4,26,13,0.5,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"450","UG200900000041",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,39,33,0.8462,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"451","UG200900000042",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,25,18,0.72,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"452","UG200900000043",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,5,21,9,0.4286,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"453","UG200900000044",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,31,19,0.6129,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"454","UG200900000045",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,12,2009,0.3,5,21,6,0.2857,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"455","UG200900000046",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0,5,29,19,0.6552,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"456","UG200900000047",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,12,2009,0.3,4,24,23,0.9583,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"457","UG200900000048",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,28,22,0.7857,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"458","UG200900000049",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0,4,38,27,0.7105,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"459","UG200900000050",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,19,6,0.3158,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"460","UG200900000051",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.5,4,27,18,0.6667,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"461","UG200900000052",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,4,7,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"462","UG200900000053",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,4.4,5,2,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"463","UG200900000054",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.8,4,7,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"464","UG200900000055",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0,4,12,2,0.1667,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"465","UG200900000056",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.8,4,10,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"466","UG200900000057",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,14,1,0.0714,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"467","UG200900000058",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.6,4,14,1,0.0714,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"468","UG200900000059",NA,"",NA,NA,"","Uganda","UGA","Africa",2,2010,2,2010,0.2,4,12,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"469","UG200900000060",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,7,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"470","UG200900000061",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.6,4,12,3,0.25,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"471","UG200900000062",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,1.1,4,6,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"472","UG200900000063",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,3,8,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"473","UG200900000064",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,10,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"474","UG200900000065",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,14,1,0.0714,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"475","UG200900000066",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,20,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"476","UG200900000067",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,15,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"477","UG200900000068",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.6,4,11,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"478","UG200900000069",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.4,4,18,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"479","UG200900000070",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0,4,14,8,0.5714,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"480","UG200900000071",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,5,24,1,0.0417,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"481","UG200900000072",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,5,24,14,0.5833,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"482","UG200900000073",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,26,13,0.5,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"483","UG200900000074",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,4,40,11,0.275,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"484","UG200900000075",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,4,26,3,0.1154,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"485","UG200900000076",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,23,5,0.2174,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"486","UG200900000077",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,5,20,4,0.2,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"487","UG200900000078",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,31,20,0.6452,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"488","UG200900000079",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,5,29,19,0.6552,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"489","UG200900000080",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0,4,26,6,0.2308,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"490","UG200900000081",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,19,1,0.0526,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"491","UG200900000082",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.4,5,21,18,0.8571,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"492","UG200900000083",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,26,23,0.8846,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"493","UG200900000084",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,5,37,15,0.4054,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"494","UG200900000085",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,25,18,0.72,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
